X,Y,ObjectId,tid,stanoviste_ogc_fid,typ_odpad_separovany,komodita_odpad_separovany,objem,cyklus_vyvozu,majitel,vyvoz_1,vyvoz_2,vyvoz_3,vyvoz_4,vyvoz_5,vyvoz_6,vyvoz_7,vyvoz_1_zacatek,vyvoz_2_zacatek,vyvoz_3_zacatek,vyvoz_4_zacatek,vyvoz_5_zacatek,vyvoz_6_zacatek,vyvoz_7_zacatek,vyvoz_1_interval,vyvoz_2_interval,vyvoz_3_interval,vyvoz_4_interval,vyvoz_5_interval,vyvoz_6_interval,vyvoz_7_interval,nazev,ulice,cp,verejnost,datum_exportu,GlobalID
1849942.609,6314662.257,8471,18683,8151,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Jurkovičova 18 - v domě,Jurkovičova,557,N,2023/05/16 00:00:00+00,{BF98FA3F-B61D-4B2F-802D-B00DB21DAFC2}
1846967.807,6306302.891,8472,10619,2632,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Kamenná 31,Kamenná,1004,A,2023/05/16 00:00:00+00,{95164740-9CE6-4B14-9E8D-35D95382AD87}
1842633.026,6304955.061,8473,16292,6674,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Oblá 50,Oblá,434,A,2023/05/16 00:00:00+00,{FE0282EE-6505-442B-84B8-6F848C610EBC}
1842872.274,6310499.617,8474,11261,3483,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Jedlová x Optátova,Optátova,165,A,2023/05/16 00:00:00+00,{F1A76C5E-CFBA-4283-ADC1-7DA1611AE78D}
1842844.711,6310186.177,8475,11225,3078,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Gellnerova 8,Gellnerova,879,A,2023/05/16 00:00:00+00,{C3FBF463-2F82-4508-A512-7AC1B925D6E0}
1843088.745,6304521.067,8476,16242,6651,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Svážná 3,Svážná,394,A,2023/05/16 00:00:00+00,{4CFF05E4-015E-43B5-8311-C7BA6E74C2A1}
1845899.585,6304132.369,8477,11505,2515,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Uzbecká 28,Uzbecká,565,A,2023/05/16 00:00:00+00,{5D37E04C-B157-4DC8-BEC3-7897B2C84100}
1845078.003,6304305.925,8478,11404,2505,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Pod nemocnicí 21,Pod nemocnicí,591,A,2023/05/16 00:00:00+00,{2EE99C7F-0328-4427-8D6E-72DC713CF992}
1841551.089,6312216.254,8479,11407,2809,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Podlesí 17-19,Podlesí,1271,A,2023/05/16 00:00:00+00,{5100B762-7B3F-44B8-A069-0922A61BCB2A}
1837946.509,6312358.089,8480,16016,6482,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/12/10 00:00:00+00,,,2019/12/13 00:00:00+00,,,,7,,,7,,,Ečerova 15,Ečerova,961,A,2023/05/16 00:00:00+00,{FB931156-E8B8-4A9A-BF2F-AB2ECC0C0C9F}
1843093.877,6311664.294,8481,20060,3312,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Jundrovská 24,Jundrovská,278,A,2023/05/16 00:00:00+00,{61D64DB7-8E5F-4DC3-A3FB-B93281E2759C}
1848668.88,6307318.321,8482,10856,3610,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2019/01/14 00:00:00+00,,,,,,,7,,,,,,,Petrov 8 - v domě,Petrov,269,N,2023/05/16 00:00:00+00,{1B3456A4-A9BC-4B6D-89F8-691E21CD5A47}
1842636.799,6303375.014,8483,17040,7110,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Krymská 9,Krymská,372,A,2023/05/16 00:00:00+00,{09C176F1-F28A-417C-8B5E-B1E7E246BC76}
1848291.696,6310122.979,8484,16746,6969,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Kotlářská 46 - v domě,Kotlářská,674,N,2023/05/16 00:00:00+00,{0165CAC0-7A34-4777-B28E-6B852482D6CB}
1842021.347,6305322.068,8485,16282,6671,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2020/01/14 00:00:00+00,,,2020/01/17 00:00:00+00,,,,7,,,7,,,Slunečná 8,Slunečná,482,A,2023/05/16 00:00:00+00,{037C2442-A43B-41C6-B2AD-C45044FA54AF}
1843391.368,6311885.554,8486,11143,3307,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,4x týdně,EKO-KOM,A,N,N,A,N,N,A,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,2019/08/18 00:00:00+00,7,,,7,,,7,Absolonova x Hlavní,Hlavní,610,A,2023/05/16 00:00:00+00,{91B4A5A8-C851-4BE0-BD8D-B1F105173E80}
1842420.483,6303314.064,8487,11252,3800,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Irkutská 2,Irkutská,312,A,2023/05/16 00:00:00+00,{191900FF-0CF7-461C-A395-27E1122A390B}
1848914.807,6307660.936,8488,10901,4233,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Radnická 11 - v domě,Radnická,376,N,2023/05/16 00:00:00+00,{8D6C7351-0E98-46D3-B9C2-92A5FF90F50F}
1845257.494,6303131.59,8489,10341,2510,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Spodní 10,Spodní,672,A,2023/05/16 00:00:00+00,{5687769D-6C48-42C8-A67C-3FE482EB093B}
1843394.384,6305664.227,8490,16259,2880,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Kamínky 35a,Kamínky,494,A,2023/05/16 00:00:00+00,{3C0A3B96-E995-4314-B418-B85F6F937F59}
1842564.275,6304728.245,8491,10969,3576,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Svážná 23,Svážná,440,A,2023/05/16 00:00:00+00,{BB2A8D70-2F15-4021-BD75-C6578AB298D3}
1842733.547,6303258.102,8492,10438,3436,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Bosonožská 4 - TŘÍĎOUN,Bosonožská,387,N,2023/05/16 00:00:00+00,{709169CC-ECE7-4528-AFE3-6988811A777E}
1842469.787,6304998.706,8493,16294,6675,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Oblá 54-56,Oblá,464,A,2023/05/16 00:00:00+00,{25297C40-3857-4EF7-BA2B-E940BEE423FE}
1843650.297,6303323.325,8494,11058,2985,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Valašská  3,Valašská,233,A,2023/05/16 00:00:00+00,{0C5C3387-4C3C-463C-AC43-438D9A2520A4}
1843719.203,6303204.746,8495,11038,2961,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,ulice Kosmonautů 17,ulice Kosmonautů,546,A,2023/05/16 00:00:00+00,{B7B63121-69BF-4216-84B1-F5F9E16477DA}
1845882.063,6303771.118,8496,10469,2501,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Dlouhá 1/3 - ALBERT,Dlouhá,806,A,2023/05/16 00:00:00+00,{868F0B7D-FBEE-4880-ADF0-702FF7ACF31B}
1843282.942,6303002.713,8497,18998,8289,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Klobásova 79,Klobásova,22,A,2023/05/16 00:00:00+00,{2E705FA9-CF1A-49AA-B3F1-0CD5F3CED248}
1849706.055,6308912.209,8498,18457,8009,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2019/01/14 00:00:00+00,,,,,,,7,,,,,,,"Příční 19,19a - v domě",Příční,126,N,2023/05/16 00:00:00+00,{781B651C-1308-4379-9E9A-1940FF631B77}
1848575.817,6307565.171,8499,10962,3607,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Starobrněnská 19/21 - v domě,Starobrněnská,282,N,2023/05/16 00:00:00+00,{34FB5136-6C3D-425C-B59B-C63F5E40BC90}
1847275.149,6309822.298,8500,21064,9611,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/01/17 00:00:00+00,,,,,,,7,,,,Veveří 58 - v domě,Veveří,316,N,2023/05/16 00:00:00+00,{2914A611-06D2-4A09-A56A-75D1FC186C9B}
1843275.072,6302477.861,8501,14158,5290,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Točná,,247,A,2023/05/16 00:00:00+00,{F2549956-318B-42F1-8040-7E2844C00C6A}
1843394.384,6305664.227,8502,10301,2880,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Kamínky 35a,Kamínky,494,A,2023/05/16 00:00:00+00,{15EDBF25-AB20-4FDB-9FDE-9283658210C9}
1844348.47,6304013.284,8503,10756,2977,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Mikuláškovo nám. 1,Mikuláškovo náměstí,561,A,2023/05/16 00:00:00+00,{5A6E4D4F-8641-4D98-ACBE-7913C004C7EE}
1842661.145,6304897.676,8504,17481,2890,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Oblá 75,Oblá,419,A,2023/05/16 00:00:00+00,{E3A618F0-FB0C-4038-877A-124598D3D18A}
1843284.211,6305320.45,8505,11281,3886,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Kamínky 20,Kamínky,304,A,2023/05/16 00:00:00+00,{8148DBE3-782D-4653-A2DE-6422C2717E06}
1842516.842,6304858.476,8506,12797,4769,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Oblá 81,Oblá,458,A,2023/05/16 00:00:00+00,{F0B7266C-36F5-479D-856C-1D87EB78031C}
1857377.515,6310843.366,8507,16319,6709,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Hochmanova 11,Hochmanova,2176,A,2023/05/16 00:00:00+00,{C1BEB006-5D9A-44D2-A301-9F422607A8BE}
1847158.352,6305377.771,8508,10595,2629,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/03/18 00:00:00+00,,,2019/03/21 00:00:00+00,,,,7,,,7,,,,Jílová 28,Jílová,136,A,2023/05/16 00:00:00+00,{68E3B6A0-9AD1-42FA-9C22-347F7D9D7482}
1848783.951,6309025.077,8509,16770,6979,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/01/17 00:00:00+00,,,,,,,7,,,,Lidická 10 - v domě,Lidická,1860,N,2023/05/16 00:00:00+00,{FC02A399-30EB-4418-9471-EB437B6CB7DD}
1842949.585,6303197.816,8510,19000,8290,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Sevastopolská 1,Sevastopolská,358,A,2023/05/16 00:00:00+00,{7DDEEE71-9FA7-4E5F-8673-1BDF71E50FE9}
1847868.938,6310017.577,8511,16738,6964,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Kotlářská 25 - v domě,Kotlářská,817,N,2023/05/16 00:00:00+00,{295AEAA6-3B81-4FE0-A75C-AEDBAF4D04BB}
1848624.486,6308334.333,8512,10945,3514,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Solniční 3a - v domě,Solniční,636,N,2023/05/16 00:00:00+00,{7119AD8E-44C6-41EB-A7E4-E8BDF45F4306}
1843974.815,6303810.669,8513,10758,2978,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Mikuláškovo nám. 13,Vltavská,610,A,2023/05/16 00:00:00+00,{814B780B-BA1A-4454-AFEA-0FBFF25FA165}
1846182.448,6303563.419,8514,15660,6230,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Moldavská 7,Moldavská,529,A,2023/05/16 00:00:00+00,{074AF701-5BFE-4EF9-B1E5-FB54FB4CEB16}
1851488.146,6312580.918,8515,10538,2476,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2019/04/20 00:00:00+00,,7,,,7,,7,,Holubova 7,Holubova,214,A,2023/05/16 00:00:00+00,{AB4BC747-DB43-421D-9A2A-703AF2E19230}
1838093.862,6311946.925,8516,20062,2698,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/12/10 00:00:00+00,,,2019/12/13 00:00:00+00,,,,7,,,7,,,Fleischnerova 3,Fleischnerova,928,A,2023/05/16 00:00:00+00,{E960C1F3-A575-4A67-8B01-61D9CAE4CA4E}
1843441.239,6304677.314,8517,11366,3653,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Oblá 14,Oblá,351,A,2023/05/16 00:00:00+00,{76ACB84D-4E5D-40C3-9B09-AED7AF33DDFE}
1842210.156,6310127.085,8518,10973,2766,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Šeříková 34,Šeříková,299,A,2023/05/16 00:00:00+00,{595CF150-5B94-4386-940E-0AA210372074}
1845258.362,6303232.36,8519,22316,9934,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/03/04 00:00:00+00,,,2019/03/07 00:00:00+00,,,,7,,,7,,,,"Spodní 14,16",Spodní,675,A,2023/05/16 00:00:00+00,{6E9701BD-9B13-4A0B-BF11-56A14377D290}
1848467.636,6307186.774,8520,22324,9937,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,A,N,N,N,N,N,,2019/03/12 00:00:00+00,,,,,,,7,,,,,,Kopečná 9 - v domě,Kopečná,1000,N,2023/05/16 00:00:00+00,{A7056173-FD81-4A51-9607-CD4BB8A5C94D}
1842926.642,6309728.945,8521,19359,8569,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Jasanová 22,Jasanová,957,A,2023/05/16 00:00:00+00,{DDD76902-27CC-4D33-9BC5-AE9D8A6452A2}
1842962.153,6309692.16,8522,10583,3557,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Jasanová 26,Jasanová,868,A,2023/05/16 00:00:00+00,{7084EDAD-0D5F-427E-AAF5-2A89E17D9430}
1848401.323,6309159.617,8523,18689,6910,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Antonínská 12 - v domě,Antonínská,559,N,2023/05/16 00:00:00+00,{D5969FEC-9A71-46C5-8B23-4C387CA180EB}
1842313.016,6309975.065,8524,10948,3076,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Sosnová 4,Sosnová,961,A,2023/05/16 00:00:00+00,{381C6D4D-25C5-4009-B42F-049A4B679C3F}
1844538.437,6302644.966,8525,20938,9529,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,U Leskavy 29,U Leskavy,787,N,2023/05/16 00:00:00+00,{FB6CE60F-B12B-48B9-A651-8FF3DAA2F7F1}
1847790.435,6305697.486,8526,13361,2619,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/03/18 00:00:00+00,,,2019/03/21 00:00:00+00,,,,7,,,7,,,,Grmelova 10,Grmelova,62,A,2023/05/16 00:00:00+00,{8E389D65-A9C6-4C32-89BD-86F5E94E0468}
1844012.207,6309332.323,8527,11073,2767,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Veslařská  184,Veslařská,350,A,2023/05/16 00:00:00+00,{69936260-4C9D-4EB5-A05A-66B4598C1C7F}
1837861.694,6312222.935,8528,16022,6484,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/12/10 00:00:00+00,,,2019/12/13 00:00:00+00,,,,7,,,7,,,Ečerova 7,Ečerova,957,A,2023/05/16 00:00:00+00,{CAA37B66-4FFF-4A9D-9ADA-8B53AB2C3A27}
1844012.207,6309332.323,8529,11072,2767,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Veslařská  184,Veslařská,350,A,2023/05/16 00:00:00+00,{F0C6B69F-052E-4075-A0B3-CB2ED0080ADA}
1843438.389,6312349.669,8530,10832,2808,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Pastviny - v areálu SSO,Pastviny,324,A,2023/05/16 00:00:00+00,{E2BCD4C4-B4CF-4E27-A760-444A364534BC}
1843093.877,6311664.294,8531,11273,3312,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Jundrovská 24,Jundrovská,278,A,2023/05/16 00:00:00+00,{18846ED7-3350-4EE4-9472-A0F30607A3A2}
1845741.968,6304262.2,8532,17489,3884,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Uzbecká 14,Uzbecká,560,A,2023/05/16 00:00:00+00,{F713BC46-0A8E-42F3-9A1F-413C5BBC86F1}
1843474.79,6305049.451,8533,16252,6655,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Kamínky 2,Kamínky,274,A,2023/05/16 00:00:00+00,{64192364-A23D-4272-B20F-BC2FA309D3E9}
1841530.818,6312073.468,8534,11441,3318,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,EKO-KOM,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Sadařská x Bystrcká,Bystrcká,495,A,2023/05/16 00:00:00+00,{B8A838ED-5118-4450-810E-25C9E2543E22}
1848624.731,6307559.703,8535,16890,3517,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Starobrněnská 15 - v domě,Starobrněnská,285,N,2023/05/16 00:00:00+00,{D20E63FA-C583-4BD4-A082-64ADD8126857}
1842968.721,6313259.584,8536,11251,3311,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Chytilova x Řezáčova,Včeličkova,771,A,2023/05/16 00:00:00+00,{732B343E-6DC3-4EA9-9CB3-C827CEF63084}
1843539.077,6304678.591,8537,11369,3888,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Oblá 27,Oblá,355,A,2023/05/16 00:00:00+00,{EF2FCAAE-FE01-4DFE-A470-FD0A5773876F}
1847559.815,6305257.459,8538,11086,2673,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Vídeňská 77,Renneská třída,409,A,2023/05/16 00:00:00+00,{732FCDC6-5A50-4FD6-B5A7-D33F22BB979C}
1839918.411,6312587.651,8539,11100,2425,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Vondrákova  13 - ALBERT,Vondrákova,825,A,2023/05/16 00:00:00+00,{299FDA2F-E6E8-4B30-A962-6F5E372DC6A0}
1843602.986,6304775.6,8540,13121,4871,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Oblá 6,Oblá,353,A,2023/05/16 00:00:00+00,{39357F14-8478-486D-891D-1630529B1F37}
1844837.474,6304132.164,8541,13123,4872,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Okrouhlá 17,Okrouhlá,426,A,2023/05/16 00:00:00+00,{72485ADF-C8EE-4761-8B0A-F2F77E601054}
1856435.028,6310347.572,8542,11554,2440,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Zikova 22,Zikova,2113,A,2023/05/16 00:00:00+00,{E2A1E874-49C5-4D5A-B3C8-94CF0914CE18}
