X,Y,ObjectId,tid,stanoviste_ogc_fid,typ_odpad_separovany,komodita_odpad_separovany,objem,cyklus_vyvozu,majitel,vyvoz_1,vyvoz_2,vyvoz_3,vyvoz_4,vyvoz_5,vyvoz_6,vyvoz_7,vyvoz_1_zacatek,vyvoz_2_zacatek,vyvoz_3_zacatek,vyvoz_4_zacatek,vyvoz_5_zacatek,vyvoz_6_zacatek,vyvoz_7_zacatek,vyvoz_1_interval,vyvoz_2_interval,vyvoz_3_interval,vyvoz_4_interval,vyvoz_5_interval,vyvoz_6_interval,vyvoz_7_interval,nazev,ulice,cp,verejnost,datum_exportu,GlobalID
1856890.37,6311213.611,1,25533,3893,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2022/02/07 00:00:00+00,,,,,,,7,,,,,,,Horníkova 32c,Horníkova,2965,A,2023/05/16 00:00:00+00,{9C953DBE-2A9B-4DAA-9291-9D5BE96EAEFD}
1847264.084,6306325.781,2,26301,8260,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/01/17 00:00:00+00,,,,,,,7,,,,Kamenná 4a - v domě,Kamenná,175,N,2023/05/16 00:00:00+00,{FD0C0397-0119-442B-A5DB-4446937449E1}
1849871.631,6311656.489,3,25545,10722,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2022/02/18 00:00:00+00,,,,,,,7,,,Bieblova 17 - v domě,Bieblova,1759,N,2023/05/16 00:00:00+00,{8ACA9B9F-7AE1-4D3E-B5BC-B224B91BE498}
1850555.011,6314501.188,4,22368,3092,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,A,N,N,N,N,N,N,2019/04/08 00:00:00+00,,,,,,,14,,,,,,,Haškova 5,Haškova,142,A,2023/05/16 00:00:00+00,{0A8AADBA-BAE0-4617-AFFC-DCD82D2C7EC9}
1848598.704,6309371.969,5,23012,10099,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2020/09/10 00:00:00+00,,,,,,,7,,,,Cihlářská 1a - v domě,Cihlářská,623,N,2023/05/16 00:00:00+00,{1EADFEA3-35FD-4FBE-8579-8D964883F78C}
1848447.81,6308748.336,6,20942,6971,,Papír,240,2x týdně,SAKO,N,A,N,N,A,N,N,,2020/09/08 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Kounicova 1 - v domě,Kounicova,944,N,2023/05/16 00:00:00+00,{6FC1D98B-9F9A-4152-B91D-E7191BF6C0DF}
1849860.778,6308415.456,7,23359,10211,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2022/10/26 00:00:00+00,,,,,,,7,,,,,Cejl 21 - v domě,Cejl,490,N,2023/05/16 00:00:00+00,{1287DD07-9BBE-465A-8079-C331C3173BF1}
1847095.234,6308596.034,8,25430,7061,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/12/01 00:00:00+00,,,,,,,14,,,,,Údolní 42 - v domě,Údolní,403,N,2023/05/16 00:00:00+00,{4E5F3D73-EA65-4D51-853A-D019894A4504}
1843729.679,6305739.993,9,25057,10596,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Rybnická 53,Rybnická,100,A,2023/05/16 00:00:00+00,{2AC042E1-6833-4014-B5A4-9ABE446E3848}
1847109.55,6309807.304,10,23309,7569,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2019/01/11 00:00:00+00,,,,,,,7,,,Rybkova 3 - v domě,Rybkova,333,N,2023/05/16 00:00:00+00,{DCEAD5A2-D70C-40EF-9267-870ED7F805B1}
1843729.679,6305739.993,11,25058,10596,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Rybnická 53,Rybnická,100,A,2023/05/16 00:00:00+00,{7D5EC093-0BEA-496C-A79D-42756F7DD2C0}
1852687.358,6315355.702,12,23308,4970,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Fantova 13,Fantova,714,A,2023/05/16 00:00:00+00,{E99921E5-2904-4D99-B074-A5DE08ADB653}
1843272.256,6303920.591,13,23347,10204,,Sklo barevné,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2020/10/15 00:00:00+00,,,,,,,7,,,,Labská 29,Labská,152,A,2023/05/16 00:00:00+00,{1140988E-30B7-45B5-94D2-81D6D55938D0}
1851052.041,6314856.762,14,23322,3463,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Dusíkova x Majdalenky,Majdalenky,844,A,2023/05/16 00:00:00+00,{15D3413E-B12C-4D2C-A378-11D657F4037F}
1847529.202,6309812.722,15,16200,6609,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2020/09/24 00:00:00+00,,,,,,,7,,,,Kotlářská 9 - TŘÍĎOUN,Kounicova,263,N,2023/05/16 00:00:00+00,{56784F3E-56DE-4A34-855D-06902C7A64C8}
1839956.126,6312984.375,16,21997,2430,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/04/27 00:00:00+00,,,2021/04/30 00:00:00+00,,,,7,,,7,,,Vondrákova 8,Vondrákova,625,A,2023/05/16 00:00:00+00,{B8819014-D6F9-4CB9-95B3-8522410B9E5C}
1850042.24,6310855.243,17,23358,10208,,Sklo barevné,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2020/10/16 00:00:00+00,,,,,,,7,,,Antala Staška 14,Antala Staška,59,A,2023/05/16 00:00:00+00,{5ACD932F-F024-40C7-A15E-E158753E9889}
1847529.202,6309812.722,18,16199,6609,,Papír,1100,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2020/09/25 00:00:00+00,,,,,,,7,,,Kotlářská 9 - TŘÍĎOUN,Kounicova,263,N,2023/05/16 00:00:00+00,{97776028-8FBF-41FD-B3FD-A72D23539928}
1849252.183,6310027.408,19,13299,2538,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,4x týdně,SAKO,A,N,N,A,N,A,A,2019/01/14 00:00:00+00,,,2020/09/24 00:00:00+00,,2019/08/03 00:00:00+00,2019/01/13 00:00:00+00,7,,,7,,7,7,Drobného x Schodová,Drobného,305,A,2023/05/16 00:00:00+00,{1DE4C58A-ADE4-4D04-AA59-E56F7CBDDBB7}
1850042.24,6310855.243,20,23357,10208,,Sklo barevné,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2020/10/16 00:00:00+00,,,,,,,7,,,Antala Staška 14,Antala Staška,59,A,2023/05/16 00:00:00+00,{AFC849FB-9F50-45C5-988E-D346AAE1A5F1}
1845182.287,6309089.288,21,23337,3817,,Papír,1100,3x týdně,SAKO,A,N,A,N,N,A,N,2019/01/14 00:00:00+00,,2019/04/10 00:00:00+00,,,2019/04/13 00:00:00+00,,7,,7,,,7,,Barvičova 98,Dostálova,70,A,2023/05/16 00:00:00+00,{9D25912F-5153-4318-A36F-8E5070284D91}
1847009.151,6301270.129,22,23368,3083,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/02/03 00:00:00+00,,,,,,,7,,,,,Rozhraní  6,Rozhraní,144,A,2023/05/16 00:00:00+00,{188F59E2-8E33-446B-8D7B-90018F266A2E}
1845182.287,6309089.288,23,23338,3817,,Papír,1100,3x týdně,SAKO,A,N,A,N,N,A,N,2019/01/14 00:00:00+00,,2019/04/10 00:00:00+00,,,2019/04/13 00:00:00+00,,7,,7,,,7,,Barvičova 98,Dostálova,70,A,2023/05/16 00:00:00+00,{F85AF92E-F209-4017-B5EC-50EB2CA1C7A4}
1848451.785,6309918.105,24,23329,6988,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2020/09/24 00:00:00+00,,,,,,,7,,,,Lidická 69 - v domě,Lidická,714,N,2023/05/16 00:00:00+00,{9DE150D6-A54E-4BF0-BB34-AEBE0B54BF0A}
1846824.049,6313595.554,25,23328,10201,,Papír,1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Bulharská 62 - TŘÍĎOUN,Bulharská,2001,N,2023/05/16 00:00:00+00,{2A09E5B4-3474-4D32-91E4-C21B1C8A2210}
1845730.546,6309172.054,26,23342,10203,,Papír,1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Lerchova 65 - TŘÍĎOUN,Rudišova,344,N,2023/05/16 00:00:00+00,{C4CAA36A-E43C-42F3-BEA1-2E5538B71A47}
1845730.546,6309172.054,27,23341,10203,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Lerchova 65 - TŘÍĎOUN,Rudišova,344,N,2023/05/16 00:00:00+00,{4EEB4574-143B-46F1-ABCD-77CA3E7A4E41}
1845523.18,6308678.182,28,11151,3818,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Barvičova 53,Barvičova,833,A,2023/05/16 00:00:00+00,{52C8BB22-5B27-46BA-8E32-D10712B9A892}
1846824.049,6313595.554,29,23327,10201,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Bulharská 62 - TŘÍĎOUN,Bulharská,2001,N,2023/05/16 00:00:00+00,{5058998B-9050-496D-938B-F9BBE2A16F69}
1848014.199,6309021.073,30,23306,10195,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2020/09/11 00:00:00+00,,,,,,,7,,,Smetanova 4 - v domě,Smetanova,342,N,2023/05/16 00:00:00+00,{F0A53B4F-70E1-4253-9B0E-59963B6DF1B8}
1843272.256,6303920.591,31,23346,10204,,Sklo barevné,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2020/10/15 00:00:00+00,,,,,,,7,,,,Labská 29,Labská,152,A,2023/05/16 00:00:00+00,{ADAB4514-03DF-4F58-955F-F6B753541751}
1846977.425,6309744.348,32,12131,3541,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2020/10/17 00:00:00+00,,7,,,7,,7,,Rybkova x Žižkova,Rybkova,1017,A,2023/05/16 00:00:00+00,{23CF9DF3-81FD-44A8-8869-855A75DFFC60}
1844802.131,6303090.56,33,23344,4028,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,N,N,A,N,N,N,N,,,2022/02/16 00:00:00+00,,,,,,,14,,,,,Souhrady 8,Žlíbek,485,A,2023/05/16 00:00:00+00,{BB87DE48-F758-4E0E-B6DE-7E15796ECD78}
1848973.906,6308200.317,34,23348,10205,,Papír,240,1x týdně,SAKO,A,N,N,N,N,N,N,2020/10/19 00:00:00+00,,,,,,,7,,,,,,,Kozí 8- v domě,Kozí,684,N,2023/05/16 00:00:00+00,{3283D694-111E-49F7-954D-8681C526967A}
1850561.2,6307762.885,35,23352,10207,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2020/10/14 00:00:00+00,,,,,,,7,,,,,Stavební 15- v domě,Stavební,29,N,2023/05/16 00:00:00+00,{2DEF3028-7A24-4F53-9BA9-D0E2E1E6138C}
1850561.2,6307762.885,36,23353,10207,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2020/10/14 00:00:00+00,,,,,,,7,,,,,Stavební 15- v domě,Stavební,29,N,2023/05/16 00:00:00+00,{BDFFD255-391B-4EF8-B2E8-42C496A773A2}
1850743.196,6308405.558,37,23355,3820,,Sklo bílé,1300,1x14 lichý,SAKO,N,A,N,N,N,N,N,,2020/10/20 00:00:00+00,,,,,,,7,,,,,,Radlas x Plynárenská,Radlas,256,A,2023/05/16 00:00:00+00,{627D7B12-DB16-4F6E-A611-3F58C955B51E}
1850743.196,6308405.558,38,23356,3820,,Sklo barevné,1300,1x14 lichý,SAKO,N,A,N,N,N,N,N,,2020/10/20 00:00:00+00,,,,,,,7,,,,,,Radlas x Plynárenská,Radlas,256,A,2023/05/16 00:00:00+00,{D524AB90-5775-49A6-880C-10A2347875CC}
1848717.449,6321536.882,39,7032,3391,,Sklo barevné,900,,,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Drozdí - SMO,,55,A,2023/05/16 00:00:00+00,{ADE92C40-0595-4C0E-BD56-AF2BCD0A95FF}
1858596.308,6309139.002,40,23072,10118,,Papír,1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,bratří Pelíšků 7 - TŘÍĎOUN,bratří Pelíšků,1627,N,2023/05/16 00:00:00+00,{0344502C-DE42-4A56-ABF7-F90E9C525556}
1848973.906,6308200.317,41,23349,10205,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,A,N,N,N,N,N,,2020/10/20 00:00:00+00,,,,,,,7,,,,,,Kozí 8- v domě,Kozí,684,N,2023/05/16 00:00:00+00,{65B0EDB8-012F-4E02-B549-AB57A02FC7D3}
1849860.778,6308415.456,42,23360,10211,,Papír,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2020/10/23 00:00:00+00,,,,,,,7,,,Cejl 21 - v domě,Cejl,490,N,2023/05/16 00:00:00+00,{CA9FEE0F-C14F-431F-A165-22BC5BB8FF8C}
1848598.259,6306173.029,43,23336,10202,,Papír,1100,1x týdně,SAKO,N,N,A,N,N,N,N,,,2020/09/30 00:00:00+00,,,,,,,7,,,,,Křídlovická 78,Křídlovická,696,A,2023/05/16 00:00:00+00,{F106A755-A28A-4E6C-88E6-DCFD1D730347}
1848598.259,6306173.029,44,23335,10202,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,A,N,N,N,N,,,2020/09/30 00:00:00+00,,,,,,,7,,,,,Křídlovická 78,Křídlovická,696,A,2023/05/16 00:00:00+00,{239F28DF-C4DB-438D-9F8A-D211271FE403}
1857710.416,6309562.024,45,23373,10214,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2020/10/26 00:00:00+00,,,2020/10/29 00:00:00+00,,,,7,,,7,,,,Klicperova x Bodlákova,Klicperova,1508,A,2023/05/16 00:00:00+00,{1A607A13-348C-4684-AFBD-6D7D21F4857F}
1849718.445,6316957.302,46,12267,3167,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Útěchovská 2,Útěchovská,143,A,2023/05/16 00:00:00+00,{DBE09BA6-ACDA-464D-A33C-EF79E6864342}
1849934.861,6314372.001,47,10727,3156,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2020/08/24 00:00:00+00,,,2020/08/27 00:00:00+00,,2020/08/29 00:00:00+00,,7,,,7,,7,,Loosova 1,Loosova,262,A,2023/05/16 00:00:00+00,{F1D8E4C5-0DCF-4DC3-9FDC-CDA2BE0F4B8B}
1857729.14,6302790.249,48,25059,3410,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Slatinka 24,Slatinka,129,A,2023/05/16 00:00:00+00,{B052FDCF-8988-49EE-84A1-AA10E8B328A8}
1836933.401,6311659.301,49,10927,3855,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,4x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2019/01/13 00:00:00+00,,7,,,7,,7,Říčanská 1,Říčanská,1290,A,2023/05/16 00:00:00+00,{B7E1B53A-8E85-475D-9E82-165678214168}
1836352.013,6311768.286,50,20476,6029,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,4x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2019/01/13 00:00:00+00,,7,,,7,,7,Chudčická-Žabí,Žabí,1033,A,2023/05/16 00:00:00+00,{4AA382ED-3338-48E9-80F7-969B7A603A18}
1836352.013,6311768.286,51,20477,6029,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,4x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2019/01/13 00:00:00+00,,7,,,7,,7,Chudčická-Žabí,Žabí,1033,A,2023/05/16 00:00:00+00,{3E534245-5B8A-4999-901B-1AF58DE66F28}
1850615.791,6305018.629,52,19446,3323,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,,,7,,,7,,,Tuháčkova 25 - TŘÍĎOUN,Tuháčkova,23,N,2023/05/16 00:00:00+00,{988CB7F4-2DE3-444D-B79C-083B77119009}
1847109.55,6309807.304,53,23310,7569,,Papír,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2019/01/17 00:00:00+00,,,,,,,7,,,,Rybkova 3 - v domě,Rybkova,333,N,2023/05/16 00:00:00+00,{1D05684C-08F0-4390-B98F-F67E865B5097}
1848774.934,6314233.115,54,23377,10216,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2020/10/27 00:00:00+00,,,2020/10/30 00:00:00+00,,,,7,,,7,,,Kyselkova 1,Kyselkova,206,A,2023/05/16 00:00:00+00,{B0DC4B29-E515-4517-9C01-E8247F8CDA9B}
1837388.475,6312231.968,55,23330,3393,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Kuršova 4,Kuršova,979,A,2023/05/16 00:00:00+00,{DF6B856D-125A-4DAA-91EE-87CD5C522F03}
1849432.888,6309384.134,56,23226,10165,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2020/09/22 00:00:00+00,,,,,,,7,,,,,,Nám. 28. října 19 - v domě,náměstí 28. října,1103,N,2023/05/16 00:00:00+00,{009C557C-8AB4-4A0A-8CAB-4EE95ABF92DE}
1844875.523,6316823.012,57,24423,3852,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Azurová x Oranžová,Azurová,2055,A,2023/05/16 00:00:00+00,{A564B857-4C3D-4B10-86C8-BF033726E825}
1851424.928,6308785.952,58,23343,3823,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,N,A,2020/08/24 00:00:00+00,,,2020/08/27 00:00:00+00,,,2020/03/22 00:00:00+00,7,,,7,,,7,Kuldova x Šámalova,Šámalova,653,A,2023/05/16 00:00:00+00,{124D64D9-E7EC-4D1A-974A-C1B4EDB0F986}
1846977.425,6309744.348,59,19042,3541,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2020/10/17 00:00:00+00,,7,,,7,,7,,Rybkova x Žižkova,Rybkova,1017,A,2023/05/16 00:00:00+00,{BED458C1-6617-4C19-8CB0-357E94EEDBC9}
1857710.416,6309562.024,60,23374,10214,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Klicperova x Bodlákova,Klicperova,1508,A,2023/05/16 00:00:00+00,{5330B684-F120-4934-BE82-9F1588E81B00}
1849019.147,6308354.52,61,23350,10206,,Papír,240,1x týdně,SAKO,A,N,N,N,N,N,N,2020/10/19 00:00:00+00,,,,,,,7,,,,,,,"Jezuitská 5,5a- v domě",Jezuitská,8,N,2023/05/16 00:00:00+00,{EFECCC61-70B6-431B-BD64-E731709C5A7B}
1848298.609,6306921.131,62,23361,7445,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/16 00:00:00+00,,,,,,,7,,,,,Bezručova 7 - v domě,Bezručova,70,N,2023/05/16 00:00:00+00,{5D818154-6889-43CF-9E90-7CDA6687A7D6}
1850122.902,6311922.793,63,24511,3157,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Nám. SNP 14,náměstí SNP,1121,A,2023/05/16 00:00:00+00,{407A88B1-4E01-4F3A-9183-2F21AAEE0885}
1846412.612,6316291.809,64,24425,3328,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Boskovická 9,Boskovická,1377,A,2023/05/16 00:00:00+00,{2E25309B-B9E0-475B-A8DC-47CD86BBE0FF}
1851134.028,6312933.054,65,24491,3093,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Heleny Malířové 1,Heleny Malířové,154,A,2023/05/16 00:00:00+00,{75B00FBF-A814-45FD-8A2C-F92078119BF7}
1851115.437,6313719.803,66,24513,3830,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Nejedlého 9,Nejedlého,377,A,2023/05/16 00:00:00+00,{1632F1A4-70E9-4D71-A39E-F86F4BF3D415}
1846801.495,6318397.329,67,24426,3293,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Jandáskova x Cupákova,Jandáskova,454,A,2023/05/16 00:00:00+00,{4476BEC7-C718-46EA-A660-DE16FD08DA92}
1851488.146,6312580.918,68,24492,2476,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Holubova 7,Holubova,214,A,2023/05/16 00:00:00+00,{A50F13DF-8B84-48C0-A245-B22F67F9CBEE}
1850767.931,6313134.95,69,24514,2590,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Nezvalova 6,Nezvalova,401,A,2023/05/16 00:00:00+00,{544BAFF1-8B28-4959-B167-9C5AF4606B1E}
1851911.45,6311894.076,70,24517,2558,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Skryjova - Soběšická,Soběšická,1206,A,2023/05/16 00:00:00+00,{19823CEE-6E59-44C1-B6B7-0FB2408CA57A}
1850048.073,6314554.309,71,24497,2581,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Jurkovičova 7,Jurkovičova,250,A,2023/05/16 00:00:00+00,{49CE55C7-5BAC-4D9E-A91A-42A925A0FE47}
1849951.859,6313318.868,72,24519,2600,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Slavíčkova 13,Slavíčkova,418,A,2023/05/16 00:00:00+00,{BC477C3F-A269-4596-986B-95DAF238F901}
1850948.035,6311643.759,73,24874,4610,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Merhautova 216 - podzemní kontejnery,Merhautova,1066,A,2023/05/16 00:00:00+00,{1F845242-1CFE-4312-97D3-E8D9EFE89E68}
1851711.242,6312544.462,74,24521,3877,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Soběšická 124 - 128a,,753,A,2023/05/16 00:00:00+00,{8486A7A6-6275-4694-8C06-E8D24FCC6D86}
1849871.631,6311656.489,75,25547,10722,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/02/17 00:00:00+00,,,,,,,7,,,,Bieblova 17 - v domě,Bieblova,1759,N,2023/05/16 00:00:00+00,{001D13B8-65B2-4D63-91A0-465A71983123}
1854044.153,6308070.783,76,25062,3069,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Došlíkova 44,Došlíkova,3895,A,2023/05/16 00:00:00+00,{ABCEFE45-BD71-4A10-BAB7-41BF08FEC2E9}
1850555.011,6314501.188,77,22367,3092,Sklo duo - bílé,Sklo bílé,1125,1x14 lichý,SAKO,A,N,N,N,N,N,N,2019/04/08 00:00:00+00,,,,,,,14,,,,,,,Haškova 5,Haškova,142,A,2023/05/16 00:00:00+00,{4F66EC5D-11FE-451E-ADA9-6A1D08282070}
1848335.545,6309630.056,78,25063,2613,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Cihlářská 30,Cihlářská,648,A,2023/05/16 00:00:00+00,{0889F5AF-AB24-4FF2-947D-DD060107206E}
1846200.526,6316382.438,79,22387,6290,,Sklo barevné,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/08/14 00:00:00+00,,,,,,,7,,,,,Měřičkova 18,Filkukova,1099,A,2023/05/16 00:00:00+00,{59418106-EF9C-457C-987C-E85A91E57BB0}
1845908.557,6304620.492,80,23332,2503,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/02/01 00:00:00+00,,,2021/02/04 00:00:00+00,,,,7,,,7,,,,Kamenice - Kaufland,Kamenice,747,A,2023/05/16 00:00:00+00,{0505FE32-0F0A-4814-869C-1C098719515C}
1852138.575,6308200.726,81,23323,3040,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2023/04/25 00:00:00+00,,,2023/04/14 00:00:00+00,,2023/04/30 00:00:00+00,,7,,,7,,7,Klíny 55,Klíny,2547,A,2023/05/16 00:00:00+00,{2D5C7472-D3C8-4B44-A1CD-C2EC7DC0A633}
1836246.192,6311706.627,82,20864,9489,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2019/01/13 00:00:00+00,,7,,,7,,7,Žabí x Chvalovka,Žabí,1061,A,2023/05/16 00:00:00+00,{356D27D4-005C-464B-9FE6-BA6FFFF34834}
1836246.192,6311706.627,83,20865,9489,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2019/01/13 00:00:00+00,,7,,,7,,7,Žabí x Chvalovka,Žabí,1061,A,2023/05/16 00:00:00+00,{4828D3F9-8665-4F77-A754-841985B10456}
